pdb1,pdb2,start1,end1,start2,end2,tmscore,len1,len2,raw_score,helix,sheet,loop,class1,arch1,topo1,sfam1,class2,arch2,topo2,sfam2
1sfx_B,4rgd_A,40,65,2,27,0.60028,25,25,15561,0.797752809,0.108614232,0.093632959,1,10,10,10,1,20,225,10
3c57_B,2ph0_B,160,189,8,38,0.60342,29,30,15559,0.877622378,0,0.122377622,1,10,10,10,3,40,1570,10
1wa3_D,3eul_B,124,179,54,111,0.68778,55,57,15545,0.445859873,0.212314225,0.341825902,3,20,20,70,3,40,50,2300
3eus_B,2qfc_A,12,59,5,51,0.67202,47,46,15537,0.805369128,0,0.194630872,1,10,260,40,1,25,40,10
4wls_A,2ecs_A,2,30,15,41,0.60038,28,26,15533,0.753968254,0.03968254,0.206349206,1,10,1660,10,3,30,240,10
2b5a_A,4nvs_A,15,47,126,157,0.61025,32,31,15516,0.873720137,0,0.126279863,1,10,260,40,3,10,180,10
3fiq_A,4pww_A,126,149,55,80,0.55823,23,25,15502,0.776523702,0.083521445,0.139954853,2,40,128,20,3,30,70,600
1wa3_D,3cnb_A,124,179,111,170,0.69541,55,59,15498,0.4397463,0.21141649,0.348837209,3,20,20,70,3,40,50,2300
3ucs_A,2cw1_A,6,38,12,44,0.57755,32,32,15497,0.629370629,0.006993007,0.363636364,1,10,1660,10,3,30,240,10
3f52_A,4nvs_A,37,65,129,157,0.59618,28,28,15494,0.818181818,0,0.181818182,1,10,260,40,3,10,180,10
3f0p_A,2ph0_B,29,60,8,38,0.62879,31,30,15485,0.774545455,0,0.225454545,2,40,10,490,3,40,1570,10
1fse_B,2ph0_B,22,50,8,38,0.64287,28,30,15477,0.835205993,0,0.164794007,1,10,10,10,3,40,1570,10
1wa3_D,3kcn_B,124,179,50,108,0.61425,55,58,15476,0.440677966,0.216101695,0.343220339,3,20,20,70,3,40,50,2300
5a35_A,3na6_A,24,80,259,317,0.61248,56,58,15475,0.237383178,0.476635514,0.285981308,2,40,50,100,3,40,630,10
2xi8_A,2ecs_A,14,40,14,40,0.717,26,26,15472,0.65648855,0.003816794,0.339694656,1,10,260,40,3,30,240,10
2hbp_A,2k52_A,13,49,7,41,0.60365,36,34,15466,0.074324324,0.569256757,0.356418919,2,30,30,700,2,40,50,140
2x48_A,5exv_C,19,54,6,42,0.67444,35,36,15463,0.885802469,0,0.114197531,1,10,10,60,3,40,1570,10
3mkl_A,3f0p_A,147,183,27,64,0.57799,36,37,15444,0.733532934,0.002994012,0.263473054,1,10,10,60,2,40,10,490
2ef8_B,5exv_C,21,50,12,42,0.64412,29,30,15433,0.84469697,0,0.15530303,1,10,260,40,3,40,1570,10
2mqk_A,4nvs_A,9,43,125,157,0.59752,34,32,15423,0.783216783,0,0.216783217,1,10,260,40,3,10,180,10
3vfz_B,5exv_C,159,196,4,42,0.68761,37,38,15423,0.89556962,0,0.10443038,1,10,10,10,3,40,1570,10
1r1t_A,4rgd_A,65,90,2,27,0.56141,25,25,15422,0.816143498,0.058295964,0.125560538,1,10,10,10,1,20,225,10
3qq6_A,4nvs_A,11,39,130,157,0.57425,28,27,15415,0.784860558,0,0.215139442,1,10,260,40,3,10,180,10
3mky_P,4nvs_A,168,203,126,157,0.65605,35,31,15403,0.831683168,0,0.168316832,1,10,10,2830,3,10,180,10
4ghj_B,4nvs_A,17,49,126,157,0.5988,32,31,15396,0.826086957,0,0.173913043,1,10,260,40,3,10,180,10
3ucs_A,4nvs_A,6,31,131,157,0.61917,25,26,15389,0.809954751,0,0.190045249,1,10,1660,10,3,10,180,10
5daj_D,2ph0_B,30,54,13,38,0.57063,24,25,15382,0.854625551,0,0.145374449,1,10,357,10,3,40,1570,10
1wa3_D,2qvg_A,124,179,59,118,0.61886,55,59,15379,0.446088795,0.21141649,0.342494715,3,20,20,70,3,40,50,2300
1wa3_D,1i3c_A,124,179,61,120,0.67545,55,59,15379,0.441860465,0.207188161,0.350951374,3,20,20,70,3,40,50,2300
3cec_A,4nvs_A,23,55,127,157,0.58297,32,30,15371,0.857594937,0,0.142405063,1,10,260,40,3,10,180,10
1b0n_A,2qfc_A,5,63,9,65,0.77786,58,56,15370,0.709125475,0,0.290874525,1,10,260,40,1,25,40,10
1ufm_A,4b0z_A,298,343,165,211,0.6982,45,46,15369,0.7769131,0.064850843,0.158236057,1,10,10,10,1,25,40,990
1xi3_A,3heb_A,144,183,81,122,0.58425,39,41,15363,0.504559271,0.182370821,0.313069909,3,20,20,70,3,40,50,2300
3vwb_A,2ph0_B,144,173,8,38,0.61583,29,30,15347,0.874263261,0,0.125736739,1,10,10,2830,3,40,1570,10
2eby_B,2ph0_B,25,56,8,38,0.62858,31,30,15344,0.822525597,0,0.177474403,1,10,260,40,3,40,1570,10
3mlf_E,4nvs_A,1,37,123,157,0.57289,36,34,15341,0.821325648,0.04610951,0.132564841,1,10,260,40,3,10,180,10
1wa3_D,3cu5_B,124,179,49,106,0.60107,55,57,15341,0.441613588,0.212314225,0.346072187,3,20,20,70,3,40,50,2300
1wa3_D,3hdv_B,124,179,113,171,0.62284,55,58,15336,0.440677966,0.213983051,0.345338983,3,20,20,70,3,40,50,2300
2ek5_B,2ph0_B,24,52,11,38,0.5576,28,27,15334,0.73015873,0,0.26984127,1,10,10,10,3,40,1570,10
4k2e_B,2cw1_A,44,77,13,42,0.57514,33,29,15333,0.711409396,0.157718121,0.130872483,1,10,10,10,3,30,240,10
2ppx_A,4nvs_A,34,66,127,157,0.59021,32,30,15333,0.814589666,0,0.185410334,1,10,260,40,3,10,180,10
2gxg_A,2cw1_A,50,80,13,43,0.55671,30,30,15331,0.763837638,0.029520295,0.206642066,1,10,10,10,3,30,240,10
4pu7_A,5exv_C,36,65,13,42,0.69213,29,29,15326,0.881889764,0,0.118110236,1,10,260,40,3,40,1570,10
1xsv_A,2ph0_B,33,63,8,38,0.57892,30,30,15322,0.813148789,0,0.186851211,1,10,10,10,3,40,1570,10
3f0p_A,2cw1_A,35,64,13,41,0.55833,29,28,15317,0.69921875,0.03515625,0.265625,2,40,10,490,3,30,240,10
1xi3_A,3cnb_A,144,183,129,170,0.57632,39,41,15313,0.504559271,0.185410334,0.310030395,3,20,20,70,3,40,50,2300
1hcr_A,2ph0_B,155,184,8,38,0.55156,29,30,15304,0.776951673,0,0.223048327,1,10,10,60,3,40,1570,10
3m8j_A,4nvs_A,51,82,126,157,0.6319,31,31,15303,0.852233677,0,0.147766323,1,10,10,2690,3,10,180,10
2r1j_L,2ph0_B,13,43,9,38,0.59183,30,29,15302,0.83032491,0,0.16967509,1,10,260,40,3,40,1570,10
2yve_B,2cw1_A,24,51,13,40,0.55742,27,27,15284,0.842975207,0,0.157024793,1,10,357,10,3,30,240,10
2a6c_A,4nvs_A,15,43,130,157,0.60015,28,27,15281,0.859437751,0,0.140562249,1,10,260,40,3,10,180,10
2xcj_A,4nvs_A,8,41,125,157,0.63342,33,32,15279,0.843648208,0,0.156351792,1,10,260,40,3,10,180,10
2ox6_D,4nvs_A,16,44,129,157,0.57152,28,28,15274,0.822580645,0,0.177419355,1,10,3100,10,3,10,180,10
1hcr_A,2ecs_A,158,187,12,41,0.57725,29,29,15273,0.695167286,0.007434944,0.29739777,1,10,10,60,3,30,240,10
2vz4_A,3f0p_A,3,29,35,63,0.55908,26,28,15265,0.772532189,0,0.227467811,1,10,1660,10,2,40,10,490
2ox6_D,2ph0_B,15,44,7,36,0.55975,29,29,15262,0.821705426,0,0.178294574,1,10,3100,10,3,40,1570,10
2heo_A,2ph0_B,121,152,8,38,0.5511,31,30,15254,0.860627178,0.041811847,0.097560976,1,10,10,10,3,40,1570,10
4g6d_A,2ph0_B,559,592,8,38,0.62266,33,30,15253,0.758169935,0,0.241830065,1,10,10,10,3,40,1570,10
2qwt_A,5exv_C,17,51,9,42,0.55204,34,33,15250,0.858585859,0,0.141414141,1,10,357,10,3,40,1570,10
3tdu_D,4rgd_A,738,765,2,27,0.56344,27,25,15247,0.6121673,0.133079848,0.254752852,1,10,10,10,1,20,225,10
3vwb_A,4nvs_A,138,175,123,157,0.64619,37,34,15247,0.878980892,0,0.121019108,1,10,10,2830,3,10,180,10
2vz4_A,2ecs_A,3,31,14,40,0.67979,28,26,15245,0.737704918,0.004098361,0.258196721,1,10,1660,10,3,30,240,10
4awx_B,5exv_C,4,39,7,42,0.58582,35,35,15244,0.866459627,0,0.133540373,1,10,10,10,3,40,1570,10
4awx_B,2cw1_A,16,45,13,42,0.56135,29,29,15242,0.781954887,0,0.218045113,1,10,10,10,3,30,240,10
2tps_B,5t3y_A,169,209,64,105,0.55698,40,41,15235,0.478527607,0.211656442,0.309815951,3,20,20,70,3,40,50,2300
5i41_B,5exv_C,-1,23,18,42,0.70933,24,24,15233,0.799086758,0.073059361,0.127853881,1,10,1660,10,3,40,1570,10
1qgp_A,2mp8_A,162,187,2,27,0.5724,25,25,15233,0.732181425,0.125269978,0.142548596,1,10,10,10,1,20,225,10
1hcr_A,4nvs_A,150,182,125,157,0.58041,32,32,15232,0.853820598,0,0.146179402,1,10,10,60,3,10,180,10
3kz3_A,4nvs_A,25,53,130,157,0.58179,28,27,15231,0.838297872,0,0.161702128,1,10,260,40,3,10,180,10
2qvo_A,4rgd_A,37,62,2,27,0.62335,25,25,15231,0.769874477,0.092050209,0.138075314,1,10,10,10,1,20,225,10
3mlf_B,2qfc_A,1,61,7,66,0.64941,60,59,15222,0.707964602,0.061946903,0.230088496,1,10,260,40,1,25,40,10
1cf7_B,5c17_A,119,142,51,76,0.6308,23,25,15208,0.585152838,0.021834061,0.3930131,1,10,10,10,2,40,10,490
3f51_C,4nvs_A,35,65,128,157,0.58887,30,29,15201,0.885608856,0,0.114391144,1,10,260,40,3,10,180,10
1r69_A,4nvs_A,7,38,127,157,0.65531,31,30,15200,0.736462094,0,0.263537906,1,10,260,40,3,10,180,10
1wa3_D,5dcl_A,124,179,48,104,0.61264,55,56,15200,0.442553191,0.214893617,0.342553191,3,20,20,70,3,40,50,2300
1tc3_C,4nvs_A,212,246,123,157,0.59579,34,34,15192,0.775384615,0,0.224615385,1,10,10,60,3,10,180,10
2cpg_B,4wjq_A,9,34,40,67,0.56828,25,27,15188,0.802690583,0.085201794,0.112107623,1,10,1220,10,3,10,20,90
2ox6_D,2qfc_A,10,68,8,65,0.59527,58,57,15186,0.843930636,0,0.156069364,1,10,3100,10,1,25,40,10
2w7n_A,2ph0_B,30,58,8,38,0.56902,28,30,15183,0.733333333,0,0.266666667,1,10,10,2690,3,40,1570,10
1sfx_B,5exv_C,18,56,4,42,0.63215,38,38,15182,0.882051282,0.066666667,0.051282051,1,10,10,10,3,40,1570,10
4kmf_A,2cw1_A,20,48,13,42,0.58433,28,29,15170,0.80859375,0.0546875,0.13671875,1,10,10,10,3,30,240,10
3ft7_B,4pe3_A,11,37,268,293,0.55508,26,25,15158,0.71031746,0.067460317,0.222222222,1,10,1220,10,3,40,190,170
3bdd_D,4rgd_A,51,76,2,27,0.58013,25,25,15152,0.776371308,0.113924051,0.109704641,1,10,10,10,1,20,225,10
1baz_C,4pe3_A,8,34,268,293,0.56157,26,25,15146,0.626506024,0.172690763,0.200803213,1,10,1220,10,3,40,190,170
3eus_B,4nvs_A,18,50,127,157,0.60475,32,30,15129,0.802721088,0,0.197278912,1,10,260,40,3,10,180,10
5ffx_D,2ecs_A,45,77,14,43,0.56288,32,29,15123,0.832797428,0.038585209,0.128617363,1,10,10,10,3,30,240,10
1b0n_A,4nvs_A,6,39,126,157,0.59456,33,31,15121,0.737704918,0,0.262295082,1,10,260,40,3,10,180,10
1rzs_A,5exv_C,6,33,14,42,0.59455,27,28,15103,0.823399558,0,0.176600442,1,10,260,40,3,40,1570,10
2x48_A,4nvs_A,24,55,126,157,0.64332,31,31,15096,0.875886525,0,0.124113475,1,10,10,60,3,10,180,10
2qwt_A,3txn_A,16,59,335,375,0.55556,43,40,15088,0.859459459,0.008108108,0.132432432,1,10,357,10,1,25,40,570
4lhf_A,5exv_C,9,34,17,42,0.59713,25,25,15082,0.781659389,0.087336245,0.131004367,1,10,1660,70,3,40,1570,10
4j2n_C,2cw1_A,4,33,13,42,0.55396,29,29,15072,0.70703125,0.109375,0.18359375,1,10,1660,10,3,30,240,10
1xsv_A,5exv_C,26,62,6,42,0.64766,36,36,15071,0.854341737,0,0.145658263,1,10,10,10,3,40,1570,10
2d1h_B,5exv_C,16,55,4,42,0.64985,39,38,15067,0.86440678,0,0.13559322,1,10,10,10,3,40,1570,10
2mez_A,4nvs_A,31,59,130,157,0.58502,28,27,15061,0.769080235,0,0.230919765,1,10,260,40,3,10,180,10
5duk_B,2cw1_A,25,56,12,44,0.56277,31,32,15060,0.792763158,0.032894737,0.174342105,1,10,10,10,3,30,240,10
5aip_B,2cw1_A,50,80,13,43,0.55867,30,30,15057,0.770676692,0.090225564,0.139097744,1,10,10,10,3,30,240,10
1j9i_A,2ph0_B,3,27,15,38,0.56185,24,23,15038,0.742388759,0.070257611,0.18735363,1,10,10,10,3,40,1570,10
4r24_B,4nvs_A,11,37,131,157,0.58548,26,26,15036,0.824,0,0.176,1,10,1660,10,3,10,180,10
3vfz_B,4nvs_A,163,197,123,157,0.70002,34,34,15035,0.891608392,0,0.108391608,1,10,10,10,3,10,180,10
1yad_B,1k66_A,138,176,80,121,0.55884,38,41,15030,0.602523659,0.192429022,0.205047319,3,20,20,70,3,40,50,2300
2kvv_A,4nvs_A,9,34,132,157,0.57238,25,25,15027,0.778280543,0.092760181,0.128959276,1,10,1660,60,3,10,180,10
4pu7_A,4nvs_A,35,66,126,157,0.66875,31,31,15022,0.866300366,0,0.133699634,1,10,260,40,3,10,180,10
1xi3_A,3cz5_C,144,183,69,108,0.5544,39,39,15002,0.513761468,0.183486239,0.302752294,3,20,20,70,3,40,50,2300
5i41_B,2y1h_B,-1,26,244,270,0.57223,27,26,15001,0.767346939,0.065306122,0.167346939,1,10,1660,10,3,20,20,140
5d4s_B,2cw1_A,26,56,13,43,0.579,30,30,14994,0.802197802,0.003663004,0.194139194,1,10,10,10,3,30,240,10
1fse_B,4nvs_A,17,54,123,157,0.7251,37,34,14990,0.886039886,0,0.113960114,1,10,10,10,3,10,180,10
3bdd_D,2cw1_A,44,74,13,43,0.56129,30,30,14982,0.754512635,0.097472924,0.14801444,1,10,10,10,3,30,240,10
4yba_A,4nvs_A,15,49,127,157,0.62203,34,30,14977,0.800687285,0,0.199312715,1,10,260,40,3,10,180,10
2r1j_L,4nvs_A,12,42,128,157,0.57652,30,29,14971,0.868613139,0,0.131386861,1,10,260,40,3,10,180,10
4g9y_A,2mp8_A,56,81,2,27,0.60561,25,25,14966,0.791111111,0.111111111,0.097777778,1,10,10,10,1,20,225,10
1ep3_A,3n53_A,232,270,62,103,0.56323,38,41,14964,0.496774194,0.093548387,0.409677419,3,20,20,70,3,40,50,2300
3zkc_A,4nvs_A,8,38,128,157,0.59244,30,29,14958,0.851449275,0,0.148550725,1,10,260,40,3,10,180,10
2zhg_A,4nvs_A,11,35,133,157,0.61429,24,24,14953,0.838235294,0,0.161764706,1,10,1660,10,3,10,180,10
4qit_B,5t3y_A,200,240,64,105,0.5801,40,41,14948,0.576802508,0.194357367,0.228840125,3,20,20,70,3,40,50,2300
3ke2_B,2cw1_A,30,61,11,42,0.5651,31,31,14938,0.81294964,0,0.18705036,1,10,10,10,3,30,240,10
3gw2_A,2mp8_A,43,68,2,27,0.57311,25,25,14938,0.852791878,0.035532995,0.111675127,1,10,10,10,1,20,225,10
2hin_A,3e6d_B,10,39,169,202,0.61643,29,33,14935,0.853820598,0.013289037,0.132890365,1,10,260,40,2,60,120,1460
1gvf_B,3heb_A,193,233,81,122,0.63935,40,41,14932,0.563535912,0.212707182,0.223756906,3,20,20,70,3,40,50,2300
1zs4_C,5exv_C,12,47,8,42,0.56391,35,34,14922,0.128440367,0,0.862385321,1,10,260,40,3,40,1570,10
2hin_A,2qfc_A,9,39,17,47,0.58378,30,30,14917,0.840909091,0,0.159090909,1,10,260,40,1,25,40,10
1ep3_A,3cnb_A,232,270,129,170,0.6614,38,41,14914,0.525477707,0.095541401,0.378980892,3,20,20,70,3,40,50,2300
2rdp_A,4rgd_A,60,85,2,27,0.56759,25,25,14896,0.80349345,0.100436681,0.096069869,1,10,10,10,1,20,225,10
2qvo_A,2cw1_A,29,60,12,43,0.58233,31,31,14891,0.720930233,0.089700997,0.189368771,1,10,10,10,3,30,240,10
1ep3_A,3cz5_C,232,270,69,108,0.66116,38,39,14889,0.53525641,0.092948718,0.371794872,3,20,20,70,3,40,50,2300
1tc3_C,5exv_C,210,245,6,42,0.62002,35,36,14875,0.798219585,0,0.201780415,1,10,10,60,3,40,1570,10
1baz_C,1kt6_A,15,41,145,170,0.55549,26,25,14872,0.842105263,0.008097166,0.149797571,1,10,1220,10,2,40,128,20
4j2n_C,4nvs_A,3,28,132,157,0.58798,25,25,14869,0.818181818,0.072727273,0.109090909,1,10,1660,10,3,10,180,10
3gpv_A,4nvs_A,19,45,131,157,0.6105,26,26,14869,0.755102041,0,0.244897959,1,10,1660,10,3,10,180,10
4pu7_A,2ph0_B,36,67,8,38,0.59765,31,30,14865,0.833955224,0,0.166044776,1,10,260,40,3,40,1570,10
1wa3_D,3t8y_B,124,179,51,109,0.69341,55,58,14857,0.444915254,0.209745763,0.345338983,3,20,20,70,3,40,50,2300
3ni7_A,2ecs_A,25,55,14,41,0.57269,30,27,14857,0.777003484,0.006968641,0.216027875,1,10,357,10,3,30,240,10
2d6y_A,4nvs_A,17,52,125,157,0.58824,35,32,14849,0.893890675,0,0.106109325,1,10,357,10,3,10,180,10
1b0n_A,5exv_C,7,37,12,42,0.55786,30,30,14845,0.767857143,0,0.232142857,1,10,260,40,3,40,1570,10
4m1h_B,4zey_A,82,139,24,80,0.7754,57,56,14844,0.877629063,0,0.122370937,1,10,620,20,1,20,58,280
4i6r_A,4nvs_A,19,45,130,157,0.61565,26,27,14840,0.874509804,0,0.125490196,1,10,260,40,3,10,180,10
3c57_B,2cw1_A,163,193,12,42,0.56634,30,30,14833,0.877192982,0,0.122807018,1,10,10,10,3,30,240,10
3gxq_A,4pe3_A,17,44,268,293,0.56431,27,25,14824,0.708661417,0.212598425,0.078740157,1,10,1220,10,3,40,190,170
1vyr_A,2qvg_A,264,323,59,118,0.5544,59,59,14819,0.415694592,0.25980912,0.324496288,3,20,20,70,3,40,50,2300
5d18_A,4nvs_A,27,58,130,157,0.57488,31,27,14817,0.83805668,0,0.16194332,1,10,357,10,3,10,180,10
2gjl_A,3kht_A,162,201,78,119,0.55275,39,41,14812,0.485623003,0.207667732,0.306709265,3,20,20,70,3,40,50,2300
1wa3_D,1k66_A,124,179,62,121,0.65277,55,59,14808,0.44820296,0.207188161,0.344608879,3,20,20,70,3,40,50,2300
5aip_B,4nvs_A,42,74,125,157,0.55399,32,32,14805,0.870629371,0.055944056,0.073426573,1,10,10,10,3,10,180,10
1yad_B,1i3c_A,137,175,79,120,0.61321,38,41,14803,0.591772152,0.193037975,0.215189873,3,20,20,70,3,40,50,2300
2qfc_A,4nvs_A,10,41,126,157,0.56845,31,31,14802,0.639575972,0,0.360424028,1,25,40,10,3,10,180,10
3qbm_B,2lfc_A,2,28,97,123,0.55579,26,26,14800,0.880658436,0,0.119341564,1,10,357,10,3,90,700,10
1p6r_A,5exv_C,8,50,4,42,0.55198,42,38,14799,0.842456609,0.044058745,0.113484646,1,10,10,10,3,40,1570,10
2b5a_A,2ph0_B,18,48,8,38,0.56398,30,30,14787,0.81294964,0,0.18705036,1,10,260,40,3,40,1570,10
3bd1_A,2ecs_A,11,39,13,41,0.76726,28,28,14787,0.871900826,0.008264463,0.119834711,1,10,260,40,3,30,240,10
3s2w_G,4rgd_A,68,93,2,27,0.60611,25,25,14784,0.729957806,0.122362869,0.147679325,1,10,10,10,1,20,225,10
1vyr_A,3cz5_C,264,323,51,108,0.56258,59,57,14782,0.416578108,0.258235919,0.325185972,3,20,20,70,3,40,50,2300
2r1j_L,5exv_C,10,43,10,42,0.59993,33,32,14780,0.851973684,0,0.148026316,1,10,260,40,3,40,1570,10
1yad_B,3cnb_A,138,176,129,170,0.61926,38,41,14776,0.589905363,0.195583596,0.214511041,3,20,20,70,3,40,50,2300
2w9r_A,1owf_A,41,85,6,47,0.56119,44,41,14768,0.8075,0.15,0.0425,3,30,1390,10,4,10,520,10
2tps_B,3hzh_A,169,209,90,129,0.692,40,39,14765,0.481481481,0.212962963,0.305555556,3,20,20,70,3,40,50,2300
1rzs_A,2ph0_B,10,34,13,38,0.63399,24,25,14752,0.752475248,0,0.247524752,1,10,260,40,3,40,1570,10
1vyr_A,2qsj_B,264,323,48,105,0.58677,59,57,14750,0.41693462,0.262593783,0.320471597,3,20,20,70,3,40,50,2300
1gvf_B,3eul_B,193,232,72,111,0.57935,39,39,14749,0.560906516,0.220963173,0.218130312,3,20,20,70,3,40,50,2300
1gvf_B,2qvg_A,193,233,77,118,0.55665,40,41,14745,0.571823204,0.215469613,0.212707182,3,20,20,70,3,40,50,2300
2k9l_A,2ecs_A,104,135,13,41,0.57449,31,28,14744,0.768683274,0.003558719,0.227758007,1,10,10,1330,3,30,240,10
2tps_B,1k66_A,169,208,80,121,0.63575,39,41,14740,0.475,0.215625,0.309375,3,20,20,70,3,40,50,2300
3cjn_A,5exv_C,48,89,4,42,0.55106,41,38,14725,0.878612717,0.043352601,0.078034682,1,10,10,10,3,40,1570,10
1gvf_B,3hdv_B,193,233,131,171,0.60058,40,40,14725,0.565096953,0.216066482,0.218836565,3,20,20,70,3,40,50,2300
3pas_A,4nvs_A,27,52,133,157,0.6324,25,24,14721,0.894495413,0,0.105504587,1,10,357,10,3,10,180,10
1fip_A,3t5v_A,69,99,470,500,0.55864,30,30,14702,0.797794118,0.011029412,0.191176471,1,10,10,60,1,25,40,990
4nn1_A,4nvs_A,18,50,125,155,0.59515,32,30,14698,0.874538745,0,0.125461255,1,10,357,10,3,10,180,10
3vep_H,4b0z_A,168,198,179,211,0.56818,30,32,14697,0.871485944,0.012048193,0.116465863,1,10,10,10,1,25,40,990
2xi8_A,4nvs_A,8,41,128,157,0.58908,33,29,14696,0.681818182,0,0.318181818,1,10,260,40,3,10,180,10
4b8x_B,4rgd_A,80,105,2,27,0.59891,25,25,14694,0.830645161,0.084677419,0.084677419,1,10,10,10,1,20,225,10
4mk6_A,4nvs_A,26,51,133,157,0.5976,25,24,14689,0.849206349,0,0.150793651,1,10,357,10,3,10,180,10
2gxg_A,4rgd_A,57,82,2,27,0.63068,25,25,14683,0.751091703,0.109170306,0.139737991,1,10,10,10,1,20,225,10
2oqo_A,1v74_B,214,238,6,30,0.67327,24,24,14677,0.888429752,0,0.111570248,1,10,3810,10,1,20,120,650
4nvs_A,2ecs_A,133,157,13,37,0.59577,24,24,14676,0.784037559,0,0.215962441,3,10,180,10,3,30,240,10
1ep3_A,3t8y_B,232,270,69,109,0.59494,38,40,14661,0.530351438,0.095846645,0.373801917,3,20,20,70,3,40,50,2300
2cpg_B,4pe3_A,3,29,268,293,0.57907,26,25,14659,0.64978903,0.270042194,0.080168776,1,10,1220,10,3,40,190,170
1xsv_A,2y1h_B,38,64,244,270,0.61305,26,26,14658,0.848979592,0,0.151020408,1,10,10,10,3,20,20,140
1gvf_B,1dz3_A,193,232,66,106,0.57008,39,40,14654,0.562146893,0.225988701,0.211864407,3,20,20,70,3,40,50,2300
1gvf_B,3cz5_C,193,232,69,108,0.62054,39,39,14654,0.563739377,0.218130312,0.218130312,3,20,20,70,3,40,50,2300
1yad_B,3n53_A,138,176,62,103,0.57833,38,41,14651,0.562300319,0.194888179,0.242811502,3,20,20,70,3,40,50,2300
4kmf_A,5exv_C,7,43,6,42,0.59537,36,36,14649,0.879256966,0.043343653,0.077399381,1,10,10,10,3,40,1570,10
1xi3_A,3hzh_A,144,183,90,129,0.55699,39,39,14645,0.513761468,0.183486239,0.302752294,3,20,20,70,3,40,50,2300
3bpv_A,4rgd_A,54,79,2,27,0.5623,25,25,14644,0.785123967,0.115702479,0.099173554,1,10,10,10,1,20,225,10
2tps_B,1i3c_A,169,208,79,120,0.67655,39,41,14641,0.465625,0.215625,0.31875,3,20,20,70,3,40,50,2300
2vge_A,2iim_A,765,816,66,115,0.81462,51,49,14637,0,0.4,0.6,1,25,40,20,2,30,30,40
2xi8_A,5exv_C,9,38,14,42,0.61363,29,28,14636,0.802238806,0,0.197761194,1,10,260,40,3,40,1570,10
2zkz_C,2cw1_A,42,71,13,42,0.56595,29,29,14630,0.734082397,0.123595506,0.142322097,1,10,10,10,3,30,240,10
1gvf_B,3cnb_A,193,232,129,170,0.61362,39,41,14629,0.554929577,0.21971831,0.225352113,3,20,20,70,3,40,50,2300
2v3g_A,4j29_A,23,71,40,86,0.55713,48,46,14628,0.513742072,0.293868922,0.192389006,3,20,20,80,3,40,50,11230
2mgw_A,4omj_A,930,959,35,62,0.55695,29,27,14626,0.886861314,0,0.113138686,1,10,8,10,3,40,525,10
2vz4_A,4nvs_A,3,26,134,157,0.55362,23,23,14625,0.862745098,0,0.137254902,1,10,1660,10,3,10,180,10
1sfu_A,5eka_A,30,65,10,46,0.6744,35,36,14620,0.710365854,0.094512195,0.195121951,1,10,10,10,4,10,520,10
2x4h_A,2ph0_B,27,54,9,36,0.57034,27,27,14617,0.81512605,0,0.18487395,1,10,10,10,3,40,1570,10
2jy5_A,4omj_A,557,585,35,61,0.5553,28,26,14617,0.827133479,0,0.172866521,1,10,8,10,3,40,525,10
1q1h_A,4rgd_A,40,65,2,27,0.56929,25,25,14615,0.741666667,0.075,0.183333333,1,10,10,10,1,20,225,10
2m8g_X,2cw1_A,463,494,10,41,0.55051,31,31,14611,0.804832714,0,0.195167286,1,10,10,60,3,30,240,10
3ppb_A,4nvs_A,21,52,128,155,0.59903,31,27,14598,0.793233083,0,0.206766917,1,10,357,10,3,10,180,10
4awx_B,4rgd_A,23,48,2,27,0.61439,25,25,14595,0.755458515,0.109170306,0.135371179,1,10,10,10,1,20,225,10
4b8x_B,2cw1_A,72,102,12,42,0.55214,30,30,14585,0.805460751,0.081911263,0.112627986,1,10,10,10,3,30,240,10
1xi3_A,2qsj_B,144,183,66,105,0.60156,39,39,14577,0.513846154,0.184615385,0.301538462,3,20,20,70,3,40,50,2300
3bd1_B,2qfc_A,6,59,12,67,0.59001,53,55,14566,0.847311828,0,0.152688172,1,10,260,40,1,25,40,10
1yad_B,4euk_A,148,177,877,906,0.57916,29,29,14562,0.456896552,0.262931034,0.280172414,3,20,20,70,3,40,50,2300
2pfb_B,4nvs_A,52,85,125,157,0.58103,33,32,14560,0.844155844,0.055194805,0.100649351,1,10,10,10,3,10,180,10
2oqg_C,5eka_A,33,68,10,45,0.62969,35,35,14558,0.698717949,0.166666667,0.134615385,1,10,10,10,4,10,520,10
3kz3_A,5exv_C,18,52,7,42,0.57805,34,35,14551,0.892976589,0,0.107023411,1,10,260,40,3,40,1570,10
2tps_B,2qsj_B,169,208,66,105,0.62379,39,39,14545,0.471518987,0.21835443,0.310126582,3,20,20,70,3,40,50,2300
1yad_B,3heb_A,138,177,81,122,0.62665,39,41,14537,0.59752322,0.188854489,0.213622291,3,20,20,70,3,40,50,2300
2wus_S,4nvs_A,15,45,129,157,0.57732,30,28,14529,0.746478873,0,0.253521127,1,10,260,40,3,10,180,10
2q24_A,4nvs_A,28,58,130,157,0.55909,30,27,14521,0.831460674,0,0.168539326,1,10,357,10,3,10,180,10
2gjl_A,3kyj_B,161,202,67,107,0.55963,41,40,14517,0.509090909,0.203030303,0.287878788,3,20,20,70,3,40,50,2300
3mlf_B,4nvs_A,5,36,127,157,0.58022,31,30,14516,0.851724138,0,0.148275862,1,10,260,40,3,10,180,10
